ID,Text,alignment,Label
147475,自然资源局,0.7884161546250557,OK
147559,的设计理念,0.701415125516451,OK
147674,进一步推进,0.8300091120669177,OK
147691,自然资源和,0.557984195813587,BAD
147692,项目的建设,0.7610454550172588,OK
147735,消防工程师,0.7298897513746849,OK
147736,自己的行为,0.7411074218432724,OK
147774,可以帮助你,0.8118941571286209,OK
147775,大学出版社,0.6928533546836801,OK
147874,旅游目的地,0.7057024460740844,OK
147875,西藏自治区,0.7892281071095578,OK
147906,足球俱乐部,0.6586153376641256,OK
147972,之间的感情,0.7206412748123666,OK
147973,安全生产月,0.7479760782542808,OK
147974,第三方支付,0.8039388222959533,OK
147996,人事考试网,0.6684728567179168,OK
147997,投标保证金,0.6709938246709608,OK
147998,选择不同的,0.7090691216419359,OK
148023,需要同本网,0.33190579004184534,CRITICAL
148053,税务登记证,0.6814486971142423,OK
148078,有什么不同,0.7460265552078726,OK
148126,我们一起来,0.7548080853486719,OK
148127,机构投资者,0.7808880677243212,OK
148215,思想和行动,0.5882793379325468,BAD
148693,อย่าง,0.47928034950136883,CRITICAL
149291, необход,0.13607555311680788,CRITICAL
149583, установ,-1,Unknown
149651,อาหาร,-1,Unknown
149690,ครั้ง,0.5952850376325893,BAD
149917,เตอร์,0.683422916769376,OK
149928, организ,-1,Unknown
149944, определ,0.6119493613233534,OK
150036,รงแรม,0.15744550810323107,CRITICAL
150135, рекомен,0.5793000243850632,BAD
150159, интерес,-1,Unknown
150330,ที่ยว,0.01200285263141973,CRITICAL
150454, следующ,0.6196139112255232,OK
150460, поддерж,0.5387143707458075,BAD
150605,เรียน,0.5857113945197404,BAD
150628,หนึ่ง,0.5539164457652997,BAD
150630, програм,-1,Unknown
150642,เลือก,0.7084753636405544,OK
150759,เชื่อ,0.4494485681316996,CRITICAL
150829, небольш,0.35578784857128687,CRITICAL
150834, руковод,-1,Unknown
150847, пользов,0.4906779863299843,CRITICAL
150973,เพิ่ม,0.6460412493448087,OK
150984, соответ,-1,Unknown
150989,สร้าง,0.5423715663431363,BAD
151042,ありません,-1,Unknown
151052,เดียว,0.21334236205038312,CRITICAL
151088,กำลัง,0.5793599764596753,BAD
151109,สิทธิ,0.5006788838721195,BAD
151167,ภัณฑ์,0.5696560535961837,BAD
151227, результ,0.5418170097417223,BAD
151423,ในการ,-1,Unknown
151434,ทำให้,0.6054097513735134,OK
151451,と思います,-1,Unknown
151507,があります,-1,Unknown
151516,ศึกษา,0.6918442360641706,OK
151578,っています,-1,Unknown
151593,สำคัญ,0.6722816057930071,OK
151615,ระดับ,0.7912531715761506,OK
151621,มีการ,0.5814049103297687,BAD
151654,หมือน,0.08980722500715996,CRITICAL
151748, граждан,-1,Unknown
151782, внутрен,0.660508427748964,OK
151813,ประชา,-1,Unknown
151816, обеспеч,-1,Unknown
151835,เหมาะ,-1,Unknown
151886,ということ,-1,Unknown
151950, располо,0.41259625669631433,CRITICAL
151976,ักษณ์,0.19253794317951553,CRITICAL
151989, предлож,0.5921656183902392,BAD
152001,ุงเทพ,0.6115859612523877,OK
152205,้อมูล,0.15912715831923707,CRITICAL
152211, государ,-1,Unknown
152249, комплек,0.6313408793253062,OK
152253,เมือง,0.7550300031709521,OK
152261,ันดับ,0.14854890238825844,CRITICAL
152302,ございます,-1,Unknown
152319,การณ์,0.6035761253567292,OK
152341,ชีวิต,0.6187102903802331,OK
152347,ทำงาน,-1,Unknown
152515, популяр,-1,Unknown
152545, медицин,0.5861727271022288,BAD
152593, правиль,0.6356788946730357,OK
152653, процесс,-1,Unknown
152775,คโนโล,0.13599312502384237,CRITICAL
152901,しくお願い,0.5565004840056685,BAD
152925, гаранти,-1,Unknown
152987, выполня,-1,Unknown
152997, употреб,0.4933961836323942,CRITICAL
153166,เพื่อ,0.6318439774918801,OK
153237,ที่จะ,0.42568648450281105,CRITICAL
153335,พร้อม,0.4384091619984434,CRITICAL
153370,になります,-1,Unknown
153395, некотор,-1,Unknown
153431, безопас,-1,Unknown
153481, применя,-1,Unknown
153498,าสตร์,0.13327139046176448,CRITICAL
153528, процеду,0.7256377846491493,OK
153543,หว่าง,0.6829964715474636,OK
153578,เหลือ,0.5639318612212018,BAD
153600, заболев,-1,Unknown
153619, беремен,0.35419222063715594,CRITICAL
153627, условия,-1,Unknown
153634,เอียด,0.011221354431933119,CRITICAL
153639,ปัญหา,0.6681646948652539,OK
153640,อกจาก,0.23534791173423042,CRITICAL
153666,เนื้อ,0.6047150473831135,OK
153680, подтвер,0.45848493666339546,CRITICAL
153732,เลือด,0.606087641305791,OK
153770,กำหนด,-1,Unknown
153806,ประจำ,-1,Unknown
153850, большин,0.44526768619068413,CRITICAL
153862,สะดวก,-1,Unknown
153893,จุบัน,0.28120496681414403,CRITICAL
153924,問い合わせ,-1,Unknown
153942, персона,0.617408392608041,OK
154046,พันธ์,0.49526782844521655,CRITICAL
154114,ังกฤษ,0.5667789761701175,BAD
154121, предмет,-1,Unknown
154132, постоян,-1,Unknown
154274,เบียน,0.5426471344190303,BAD
154277, использ,-1,Unknown
154385, существ,-1,Unknown
154387,สาธาร,-1,Unknown
154398,ยากาศ,0.05681745344265021,CRITICAL
154444, настоящ,-1,Unknown
154450,อเมริ,0.2820531565406235,CRITICAL
154454,เรียบ,0.4106723670339405,CRITICAL
154465,ตะวัน,0.6970344709190387,OK
154509, Рекомен,0.5321567016523365,BAD
154544,เนียม,0.34474626268883074,CRITICAL
154545,มนตรี,0.25730318517081235,CRITICAL
154547, автомоб,-1,Unknown
154598, рассказ,-1,Unknown
154605,ฝรั่ง,0.5741631223568928,BAD
154638,어드바이저,0.056573332713409794,CRITICAL
154643, предпоч,-1,Unknown
154650, обработ,0.6301990149292911,OK
154840, конкрет,-1,Unknown
155085,しています,-1,Unknown
155152, электро,-1,Unknown
155266, экономи,0.47980186512593637,CRITICAL
155301,เริ่ม,0.7254702952482575,OK
155306,เพียง,0.41905195617730034,CRITICAL
155315,ไม่มี,0.6355895116771073,OK
155318,ว่าจะ,0.1159903606614918,CRITICAL
155327,กล่าว,0.5497380623960211,BAD
155335,พัฒนา,0.6195641415649097,OK
155337,เดือน,0.7033657279542359,OK
155340, сегодня,-1,Unknown
155397,กลุ่ม,0.6373447654844597,OK
155403,することが,-1,Unknown
155409, деятель,-1,Unknown
155431,รักษา,0.6106166273783554,OK
155530, استخدام,-1,Unknown
155586,เฉพาะ,-1,Unknown
155618,でしょうか,-1,Unknown
155637, региона,-1,Unknown
155638, الإسلام,-1,Unknown
155765,ประสบ,-1,Unknown
155775,แนะนำ,-1,Unknown
155781, проблем,-1,Unknown
155787, возника,0.4897447680403208,CRITICAL
155832,レストラン,-1,Unknown
155882,ประโย,-1,Unknown
155896,ลงทุน,0.564409215726732,BAD
155941, правила,-1,Unknown
155948, несколь,-1,Unknown
156006,แต่ละ,0.6172966840984908,OK
156104,อากาศ,-1,Unknown
156109,แหน่ง,0.457283477651011,CRITICAL
156147, инвести,-1,Unknown
156170,หน่วย,0.6888521775763042,OK
156235,เกอร์,0.5196965020750413,BAD
156281, инструк,0.7019780068836095,OK
156318, национа,0.41678501078798746,CRITICAL
156325,เซอร์,0.6611131889038884,OK
156335,หนังส,0.5462986735041649,BAD
156367,่าสุด,0.13322374760300643,CRITICAL
156392,เวอร์,0.49354262003962307,CRITICAL
156417, дальней,0.6164663442914504,OK
156497, парамет,-1,Unknown
156573, механиз,-1,Unknown
156575,สหรัฐ,0.3029632462591363,CRITICAL
156633,のではない,-1,Unknown
156688,ศัพท์,0.4428225219173476,CRITICAL
156697,かったです,-1,Unknown
156736, получен,-1,Unknown
156799,ักษณะ,0.5682953362254219,BAD
156810,โยบาย,0.46768839929645717,CRITICAL
156843, владель,-1,Unknown
156849, الإعلام,-1,Unknown
156874,ปดาห์,0.042120515999833526,CRITICAL
156883,เทียบ,0.47844832898098677,CRITICAL
156958,てください,0.6726544718166073,OK
156974,อบคุณ,0.08074865189092847,CRITICAL
157000,紹介します,0.4465063977796261,CRITICAL
157037,นาคาร,0.09966134847478951,CRITICAL
157045,ケーション,0.43548121683974217,CRITICAL
157123, меропри,-1,Unknown
157269,กระทบ,0.3848364193179875,CRITICAL
157302,เชียง,0.6134959034795646,OK
157352,บูรณ์,0.33679791138563586,CRITICAL
157488, المسؤول,-1,Unknown
157582,ันทร์,0.141395535928329,CRITICAL
157583,ありますが,-1,Unknown
157596,เจอร์,0.6612388875098567,OK
157618,ฟอร์ม,0.20086947386315265,CRITICAL
157644, удоволь,0.16951704566686282,CRITICAL
157646, клиента,0.5139171338403686,BAD
157798,ลัพธ์,0.23717596173689223,CRITICAL
157824,覧ください,0.29844442923824327,CRITICAL
157901, ингреди,0.4631028559071248,CRITICAL
157944,เทอร์,0.6934873825903226,OK
158013, муницип,0.5879511621272333,BAD
158264, расстоя,0.49836802135928027,CRITICAL
158348, перспек,0.6656016822322673,OK
158368,อสเตร,0.5030566279933749,BAD
158413, останов,0.4917724382690729,CRITICAL
158423, التنفيذ,0.41035244107587276,CRITICAL
158464, страхов,-1,Unknown
158484,เพลิน,0.5425674011157312,BAD
158608, налогов,-1,Unknown
158615, заработ,0.6437494883870394,OK
158695, длитель,0.709820389223693,OK
159124,ที่มี,0.6758780120656607,OK
159191,เมื่อ,0.6399770588863055,OK
159219, позволя,-1,Unknown
159307, содержа,-1,Unknown
159422, принима,-1,Unknown
159468,ที่ดี,0.5185058845253657,BAD
159510,ภายใน,-1,Unknown
159528,จำนวน,-1,Unknown
159594, система,-1,Unknown
159600,เสียง,0.604884926815741,OK
159621,いたします,-1,Unknown
159675,เสริม,0.6185402525538193,OK
159703,พิเศษ,0.3511003862910942,CRITICAL
159709,ต่อไป,0.4911710526704191,CRITICAL
159761,โอกาส,-1,Unknown
159970,อื่นๆ,0.32947439292946235,CRITICAL
160065, القانون,-1,Unknown
160110,ทุกคน,0.6032305529220526,OK
160122,ปกรณ์,0.6140430982349344,OK
160123, участие,-1,Unknown
160158,สมัคร,0.5969125792264948,BAD
160185,ทัวร์,0.547127952647401,BAD
160262,ไฟฟ้า,0.6795396701086288,OK
160299,ได้อย,0.31513876935574947,CRITICAL
160331,เคียง,0.2862395220944479,CRITICAL
160402,เหล่า,0.6770790457936419,OK
160428,บุคคล,0.30917817339684184,CRITICAL
160429,できません,-1,Unknown
160464,อาการ,-1,Unknown
160485,สัตว์,0.5594293250878114,BAD
160600,แพทย์,0.5235688115300456,BAD
160621,ก็ตาม,0.4478977828619598,CRITICAL
160633,เชื้อ,0.5348291616025983,BAD
160748,เศรษฐ,-1,Unknown
160871,ออกไป,-1,Unknown
160909, повышен,-1,Unknown
160951, причина,0.549887653012815,BAD
160975,のでしょう,-1,Unknown
161059, регуляр,0.5663841985442241,BAD
161087, المواطن,-1,Unknown
161135, совмест,0.6797338374277344,OK
161141, сопрово,0.4648924561107107,CRITICAL
161199,ศูนย์,0.5295558366463412,BAD
161211, التعليم,-1,Unknown
161217,ยายาม,0.3331230371051309,CRITICAL
161235,ุตบอล,0.32286192177588313,CRITICAL
161246,สะอาด,-1,Unknown
161406,แลนด์,0.5614572073685096,BAD
161409,ปล่อย,0.5351717110562577,BAD
161410,ปรสิต,0.29971238097193387,CRITICAL
161415, потребу,0.16682782652070413,CRITICAL
161550,อัตรา,0.6222701798244731,OK
161609,อำนวย,-1,Unknown
161613,แก้ไข,0.634808829808499,OK
161651, бесплат,-1,Unknown
161685, التاريخ,-1,Unknown
161693,รีวิว,0.7535517856509798,OK
161694, абсолют,-1,Unknown
161823,หน่าย,0.551387889523672,BAD
161833, подходя,0.525132559310312,BAD
161891,พิจาร,0.2532620692894609,CRITICAL
161911,ตนเอง,-1,Unknown
161916,หนุ่ม,0.5898538559234024,BAD
161980, المختلف,-1,Unknown
162034,เกษตร,-1,Unknown
162073,อาชีพ,0.6591535840190459,OK
162157, стандар,0.7163008466655246,OK
162161, предлаг,-1,Unknown
162297, предела,0.6634651950984001,OK
162361,ไปได้,0.7167318658041849,OK
162385, культур,0.5638962867574662,BAD
162485, женщина,0.6802865084129177,OK
162587,できました,0.7220023783286869,OK
162738, европей,-1,Unknown
162767, посмотр,0.6320947633960201,OK
162802,เครือ,0.5507696198462279,BAD
162821,เสื้อ,0.6959421953280909,OK
162850,ค้นหา,0.6475380752063747,OK
162884, допуска,0.5634111804880222,BAD
162949,อนาคต,-1,Unknown
162952, компози,0.5359737849738003,BAD
162965,จอดรถ,0.497067653644909,CRITICAL
163080,ทิตย์,0.2491911956172889,CRITICAL
163124,เขียว,0.4746487797695113,CRITICAL
163133, преступ,0.658023682199639,OK
163174, оставля,0.475541450721172,CRITICAL
163179,ยนตร์,0.17715756169590818,CRITICAL
163184, архитек,0.6400643582439981,OK
163278,เตือน,0.5000905227308898,BAD
163420, изготов,-1,Unknown
163462, Програм,0.650595821365714,OK
163597,ยุทธ์,0.3986770952928922,CRITICAL
163604, перевоз,0.13119935552844642,CRITICAL
163701,クレジット,0.6824299027344659,OK
163770, прекрас,-1,Unknown
163869,ทัศน์,0.4006909960443375,CRITICAL
163895,ไปถึง,0.46777408892686967,CRITICAL
163924,สรรค์,0.18657569101424876,CRITICAL
163954,ர்கள்,0.4908785189297096,CRITICAL
163962,เบี้ย,0.4608275246283725,CRITICAL
164117,เปล่า,0.417875643176681,CRITICAL
164161, позвоно,0.5087873238018877,BAD
164187,ുന്നു,0.3418207725917315,CRITICAL
164233,ิตาลี,0.32557873252126296,CRITICAL
164303,กราคม,0.1744022121478744,CRITICAL
164340,続きを読む,-1,Unknown
164358,แน่ใจ,0.44433569300838405,CRITICAL
164524, достоин,0.6177118725274807,OK
164561, понадоб,0.571684731292072,BAD
164602,เวิร์,0.6880525562223956,OK
164623,หน้าน,0.634202082817836,OK
164642,ียรติ,0.571943803310324,BAD
164694,しなければ,0.7411845820592127,OK
164748,อาศัย,0.5683437249553268,BAD
164928,ธิการ,0.514432875200671,BAD
164939, Существ,0.5352603419516544,BAD
165134, الاسلام,-1,Unknown
165161, конфлик,0.6697124448895487,OK
165307, крупней,0.6910269224270065,OK
165359,เวลาน,0.6501930347214567,OK
165454, автомат,-1,Unknown
165490,ระบาด,0.5389811462414617,BAD
165536,คลากร,0.06631416469757992,CRITICAL
165556, удовлет,0.44662648059725457,CRITICAL
165579,いらっしゃ,-1,Unknown
165603, раствор,-1,Unknown
165613, Экономи,0.4041882719514147,CRITICAL
165641, необхід,0.4902120300342998,CRITICAL
165687,ন্ত্র,0.5989165427482531,BAD
165764,พรีเม,0.3132276008825787,CRITICAL
165820,ังหวะ,0.5332570860665474,BAD
165856, Владими,0.23504215883017815,CRITICAL
165868,ริญญา,0.09930713053497595,CRITICAL
165920, Беларус,0.5528637884985378,BAD
165922,วัตถุ,0.5681346860651554,BAD
166049,แกร่ง,0.2286772096442551,CRITICAL
166174, المحافظ,0.22948515705493633,CRITICAL
166199, фестива,0.12245712419100811,CRITICAL
166200,ベーション,0.6864060269634106,OK
166218, Популяр,0.5501005556747697,BAD
166287,ंत्री,0.5958844774983639,BAD
166317, подрост,0.6287015166686558,OK
166332,็ดลับ,0.7114625526278504,OK
166333,ケティング,0.4837675870736912,CRITICAL
166405, переход,-1,Unknown
166484, правона,0.004000392137358899,CRITICAL
166611, воскрес,0.5098740249082272,BAD
166738,コーディネ,0.6504727894247104,OK
166763, справед,0.601374632581279,OK
166838,เซียน,0.7701628547776661,OK
166856,พลิเค,0.2940794527987813,CRITICAL
166930, отверст,0.5850182078518594,BAD
167019,ะนั้น,0.5508098260116793,BAD
167085,ณิชย์,0.21031079348884288,CRITICAL
167149,าชาติ,0.14551269928404623,CRITICAL
167160,รักษ์,0.30244107703348083,CRITICAL
167221, територ,0.5355026958371374,BAD
167238,ภาษณ์,0.5399776812032028,BAD
167266, Соответ,0.49224889045604614,CRITICAL
167361,新型コロナ,0.6744513873353402,OK
167394,วัสดิ,0.0630951141566956,CRITICAL
167431,ประถม,0.35463648899287037,CRITICAL
167445,ตามิน,0.1810392365279057,CRITICAL
167460, департа,-0.0044650304662138245,CRITICAL
167469,สมควร,0.27825542728615266,CRITICAL
167482, المشارك,0.1476183970537869,CRITICAL
167488,ุนไพร,0.4541162433478443,CRITICAL
167507,โจทย์,0.46907736164092523,CRITICAL
167561,คล้อง,0.44466027764282673,CRITICAL
167570, предотв,0.5218148053262581,BAD
167595,ยกรรม,0.4367999536358983,CRITICAL
167606,ให้นำ,0.5846285765206769,BAD
167646, комфорт,-1,Unknown
167674,เบิร์,0.6011983882285592,OK
167686, المساعد,0.42436010773366156,CRITICAL
167717, чемпион,0.23393585818222096,CRITICAL
167753, работод,0.4656959696278686,CRITICAL
167779, нержаве,0.26977337133400103,CRITICAL
167789,ธิบดี,0.5527956159280822,BAD
167797, председ,0.32855155438000255,CRITICAL
167857,วิจาร,0.17105012724225793,CRITICAL
167940, неблаго,-0.00028792723454520454,CRITICAL
167960,จารย์,0.665792280953191,OK
167998,ครรภ์,0.5946583865585521,BAD
168000,コンピュー,0.6072644612486242,OK
168128,กร้อง,0.5016069866336026,BAD
168133,กล้าม,0.08374945380807547,CRITICAL
168149, κυβέρνη,0.23366787154388924,CRITICAL
168153, Процеду,0.6573891980412455,OK
168166,เฉียง,0.5172950097580152,BAD
168189,็คเกจ,0.656807130048028,OK
168223,ランティア,0.2735818587666173,CRITICAL
168265,สูจน์,0.41841339681619627,CRITICAL
168358, χαρακτη,0.28549937809135956,CRITICAL
168396, професс,0.6062940537544308,OK
168411, πληροφο,0.21130805325375132,CRITICAL
168435,เชียล,0.14329638558223465,CRITICAL
168449,สนเทศ,0.5477184495422251,BAD
168475,ิจฉัย,0.24900966481118378,CRITICAL
168607,วัสดี,0.37734078371534646,CRITICAL
168611,をストック,0.4889269977393547,CRITICAL
168659,स्थ्य,0.29264735169696204,CRITICAL
168776,ันทึก,0.5694642716068984,BAD
168900, образов,0.5878419641404423,BAD
168901, сохраня,0.5471360865558459,BAD
168921,ยุกต์,0.48482864224160604,CRITICAL
170042, которые,-1,Unknown
170283, материа,0.603051898204334,OK
170323, информа,0.6155581310472439,OK
170357, действи,0.6109012856112165,OK
170384, предста,0.553034555377004,BAD
170509, области,-1,Unknown
170771, которая,-1,Unknown
170813, сделать,-1,Unknown
170836, которых,-1,Unknown
170918, человек,-1,Unknown
170948, следует,-1,Unknown
171003, поэтому,-1,Unknown
171061, помощью,-1,Unknown
171062, времени,-1,Unknown
171082, системы,-1,Unknown
171085, препара,0.23409082641444556,CRITICAL
171115, темпера,0.5806116030322321,BAD
171166, дополни,0.6282264980824916,OK
171240,されている,-1,Unknown
171273, террито,0.10320035615645139,CRITICAL
171345, проводи,0.5052448265749714,BAD
171358, исследо,0.5481976180337366,BAD
171389, противо,-1,Unknown
171390, течение,-1,Unknown
171394, образом,-1,Unknown
171405, العربية,-1,Unknown
171480, المتحدة,-1,Unknown
171494, которой,-1,Unknown
171536, оборудо,0.04046254997791015,CRITICAL
171564, ребенка,-1,Unknown
171590, приобре,0.3460033537747314,CRITICAL
171633, средств,-1,Unknown
171669,ต่างๆ,0.24736142662483562,CRITICAL
171679, наличии,-1,Unknown
171691, стороны,-1,Unknown
171772, пригото,0.016639401843206992,CRITICAL
171775, Поэтому,-1,Unknown
171808, разрабо,0.08447172285629267,CRITICAL
171844, которое,-1,Unknown
171956, استفاده,0.2674399739943011,CRITICAL
172070, الاجتما,0.15937830900095387,CRITICAL
172085, лечения,-1,Unknown
172228, увеличи,-1,Unknown
172289, решение,-1,Unknown
172362, максима,0.13147667809791488,CRITICAL
172427, решения,-1,Unknown
172448,เพราะ,-1,Unknown
172588, область,-1,Unknown
172680, зависим,-1,Unknown
172779, вопросы,-1,Unknown
172816, лечение,-1,Unknown
172848, котором,-1,Unknown
172851, уровень,-1,Unknown
172861, الحكومة,-1,Unknown
172893, станови,0.21278966839692662,CRITICAL
172896, вариант,-1,Unknown
172929, зависит,-1,Unknown
172931,ออกมา,-1,Unknown
172944, финансо,0.6174843047588542,OK
172946,となります,-1,Unknown
173094, немного,-1,Unknown
173163, Украины,-1,Unknown
173170, случаях,-1,Unknown
173184, выбрать,-1,Unknown
173201, большой,-1,Unknown
173338, месяцев,-1,Unknown
173342, правило,-1,Unknown
173441, которую,-1,Unknown
173483,もあります,-1,Unknown
173491, содержи,0.41477933791153704,CRITICAL
173527, конечно,-1,Unknown
173573, октября,-1,Unknown
173601, декабря,-1,Unknown
173607, Сегодня,-1,Unknown
173722, новости,-1,Unknown
173757, каждого,-1,Unknown
173847, питания,-1,Unknown
173913, المنطقة,-1,Unknown
173975, наблюда,-1,Unknown
173979,ทำการ,-1,Unknown
174034,については,-1,Unknown
174046, проекта,0.703723236807933,OK
174080, органов,0.6125385570694866,OK
174131, очередь,-1,Unknown
174139, поможет,-1,Unknown
174152, обслужи,0.1997616662978601,CRITICAL
174343, слишком,-1,Unknown
174412, которым,-1,Unknown
174461, порядке,-1,Unknown
174466,เข้าร,0.23009852688161853,CRITICAL
174511,อาจจะ,-1,Unknown
174550,เกมส์,0.6457929284641849,OK
174598, наличие,-1,Unknown
174601, الجديدة,-1,Unknown
174647, القراءة,0.35055582955115727,CRITICAL
174655, Новости,0.18028988646092106,CRITICAL
174661,เขียน,0.6821836914027877,OK
174684, говорит,-1,Unknown
174689, электри,0.5398865438830018,BAD
174743,เหนือ,0.6920183928745832,OK
174760, الدكتور,-1,Unknown
174762, المملكة,-1,Unknown
174800, истории,-1,Unknown
174802, الاتحاد,-1,Unknown
174814, недвижи,0.19046920378398396,CRITICAL
174836, сказать,-1,Unknown
174854, الإنسان,-1,Unknown
174885, الدولية,-1,Unknown
174926,คนที่,0.4943871321629531,CRITICAL
174932,しましょう,-1,Unknown
174942,ランキング,-1,Unknown
175010, professionnels,0.6966595044752495,OK
175046,สังคม,0.6050361550549669,OK
175055, транспо,0.1240521747499182,CRITICAL
175083, недоста,0.3543891911135628,CRITICAL
175143,というのは,-1,Unknown
175155, исполни,-1,Unknown
175167, болезни,0.6461663982080029,OK
175192, проведе,0.5282713871966324,BAD
175201,จะได้,0.2977470058228485,CRITICAL
175311, систему,0.7122406132855084,OK
175367, потреби,0.2590799267448025,CRITICAL
175411, подгото,0.5151468531046185,BAD
175416, المجتمع,-1,Unknown
175417,しまいます,0.5638223926375606,BAD
175496, collaborazione,0.6132798445734456,OK
175546, України,0.7191477432036808,OK
175565, internationale,0.623144243667049,OK
175584, женщины,0.6044172271698267,OK
175593, телефон,-1,Unknown
175634, аллерги,0.5399150622366141,BAD
175638, الأعمال,-1,Unknown
175653, другими,-1,Unknown
175679, приходи,0.3113160598601559,CRITICAL
175687, момента,0.4525366526713194,CRITICAL
175699,วิจัย,0.5264226028956592,BAD
175729, августа,-1,Unknown
175805, заключа,0.5454932824859738,BAD
175835, التواصل,-1,Unknown
175844, товаров,-1,Unknown
175851, договор,-1,Unknown
175852,されました,-1,Unknown
175875, никогда,-1,Unknown
175889, случаев,0.696788457353005,OK
175915,สัญญา,0.5865351966901422,BAD
176047, сколько,0.6285234621936822,OK
176135,オンライン,-1,Unknown
176141, оригина,-1,Unknown
176149, الوطنية,-1,Unknown
176180, Материа,0.1606925528487684,CRITICAL
176253, требует,0.6222639460585672,OK
176296, выпуска,0.6347967642126514,OK
176324, التجارة,-1,Unknown
176393, الثانية,-1,Unknown
176424, المدينة,-1,Unknown
176446, площадь,0.7423881820378745,OK
176491,มาจาก,-1,Unknown
176494, данного,-1,Unknown
176538, القريبة,0.20586335437574188,CRITICAL
176541, функции,0.656856043210737,OK
176583, выступа,0.5892647253772498,BAD
176596, февраля,-1,Unknown
176601,พิมพ์,0.4285944625695948,CRITICAL
176613, бизнеса,0.6674957983732158,OK
176624, изделия,-1,Unknown
176670, создать,0.6934335998418313,OK
176714,ประตู,0.5971861521848839,BAD
176728, первого,-1,Unknown
176737, неприят,0.28858315544988916,CRITICAL
176765, устойчи,0.020645492060694385,CRITICAL
176825, воздуха,0.5414788368020734,BAD
176847, сможете,-1,Unknown
176848, المالية,-1,Unknown
176857, participación,-1,Unknown
176928,ยังมี,0.4586181081508116,CRITICAL
177018,เรียก,0.42496260353950904,CRITICAL
177033, internazionale,0.567174505260466,BAD
177037, степени,-1,Unknown
177046, بالنسبة,-1,Unknown
177051, состоит,-1,Unknown
177077, الخدمات,-1,Unknown
177078, системе,0.6950862245069884,OK
177083, الفنادق,0.3439624465703899,CRITICAL
177115, الأخيرة,-1,Unknown
177125,되었습니다,-1,Unknown
177133, причины,0.617533628474645,OK
177134,ก็ได้,0.08595044709367336,CRITICAL
177238, الوزراء,-1,Unknown
177242, Unterstützung,-1,Unknown
177266, воспита,0.368123206365469,CRITICAL
177346,ってしまう,-1,Unknown
177394, назнача,0.5032328066230348,BAD
177493, beispielsweise,0.7065775428096608,OK
177535, الأطفال,-1,Unknown
177662, условий,0.6013306828448969,OK
177736,บัญชี,0.6302357189827874,OK
177741, высокой,0.18062381559679805,CRITICAL
177765, сторону,0.6205277244728212,OK
177771, действу,0.5631711269063567,BAD
177797, Украине,0.5764321597663017,BAD
177808, الشركات,-1,Unknown
177834, التعبئة,0.19469966075663328,CRITICAL
177847, веществ,-1,Unknown
177860,だけでなく,-1,Unknown
177938, аналоги,0.5733745692643021,BAD
178023, большое,-1,Unknown
178072, подписа,0.21056768759894895,CRITICAL
178081,ไปยัง,0.5134858878301787,BAD
178094, ребенок,0.6435846339728178,OK
178095,ทันที,0.31923497973544696,CRITICAL
178154, Артикул,0.6057697783827768,OK
178199, السياسي,-1,Unknown
178201, participação,-1,Unknown
178311,いましたが,0.7941757955207518,OK
178340, المصرية,-1,Unknown
178388,จริงๆ,0.5392470527908776,BAD
178451,ผลงาน,-1,Unknown
178480, экологи,0.4471751199940753,CRITICAL
178486, понрави,-1,Unknown
178552, Möglichkeiten,0.6843008135154138,OK
178653, إسرائيل,0.23152037543237297,CRITICAL
178680,ชุมชน,0.6924535342416929,OK
178710, техники,0.5971562840357684,BAD
178799,られている,-1,Unknown
178815,ยังคง,0.32436498522863316,CRITICAL
178865,คะแนน,-1,Unknown
178993, главное,-1,Unknown
179027,することで,-1,Unknown
179032,ก็คือ,0.05866678385663397,CRITICAL
179045, составе,0.7102068206614778,OK
179079, отлично,-1,Unknown
179211, рестора,0.14638709741423872,CRITICAL
179231,เบอร์,0.6336992502971588,OK
179311,プレゼント,-1,Unknown
179491, порядок,0.7336658104778905,OK
179550, Спасибо,0.47726064926901196,CRITICAL
179578, Информа,0.30146620004799707,CRITICAL
179618, التعاون,-1,Unknown
179635, постано,0.12127506974913346,CRITICAL
179806, увидеть,0.6518766859176394,OK
179838, предыду,0.14503200493838322,CRITICAL
179934, veröffentlich,0.4414461232476724,CRITICAL
179955, включая,0.49917974809852655,CRITICAL
179991, продукт,0.5370698600568262,BAD
180031, получил,-1,Unknown
180153, Конечно,-1,Unknown
180187, Екатери,0.2561937306704109,CRITICAL
180247, институ,0.772509009817874,OK
180249, معلومات,0.40350682494419765,CRITICAL
180347,จะไม่,0.4260325341681654,CRITICAL
180351, размера,0.7468895481150655,OK
180441,してくれる,-1,Unknown
180454, принять,0.6548235975682123,OK
180478,していない,-1,Unknown
180574,マンション,-1,Unknown
180575, Государ,0.641334326900469,OK
180646,เปอร์,0.6977448209738205,OK
180662, находят,0.4013160961511691,CRITICAL
180769, الموضوع,-1,Unknown
180782, настрое,0.22685749049431314,CRITICAL
180822,ตำรวจ,-1,Unknown
180827, активно,0.6316039476700437,OK
180828, простой,0.7314029220347815,OK
180837, команды,0.5780560806348657,BAD
180894, помогут,0.5416715054344184,BAD
180895, partecipazione,0.5044827115741563,BAD
180979, Главная,0.6110176915818852,OK
180989, удалось,-1,Unknown
181027,をしている,-1,Unknown
181031, العالمي,-1,Unknown
181048, гораздо,0.6212314892193392,OK
